index,Timestamp,1. სად ნახეთ ეს გამოკითხვა?,2. სქესი,3. ასაკი,4. სამუშაო გამოცდილება IT სფეროში,5. რომელ კატეგორიას მიეკუთვნებით ყველაზე მეტად?,იყენებთ თუ არა cloud-ს და რომელს?,6. რომელ პროგრამირების ენას იყენებთ ძირითადად?,7. რომელ framework-ს იყენებთ ძირითადად?,8. რას იყენებთ source control-ისთვის?,9. გყავთ თუ არა ტესტერები?,10. რას იყენებთ continuous integration-ისთვის?,11. თქვენი Stackoverflow-ს რეიტინგი,12. Max რამდენი star აქვს თქვენს ყველაზე პოპულარულ პროექტს github-ზე,13. დასაქმების ტიპი,14. სამუშაოს ტიპი,სამუშაო ენა,15. ძირითადი დამსაქმებელი ორგანიზაცის საქმიანობის სფერო ,16. ქვეყანა სადაც ფიზიკურად იმყოფებით,"ქვეყანა, საიდანაც ყველაზე მეტი შემოსავალი გაქვთ მიღებული  ბოლო ერთი წლის მანძილზე",კმაყოფილი ხართ ახლანდელი სამუშაო ადგილით?,17. საშუალოდ რამდენ საათს მუშაობთ თვეში (და არა კვირაში!) ?,"თქვენი აზრით ხელფასის რა რაოდენობა შეეფერება თქვენს ამჟამინდელ ცოდნას და გამოცდილებას (ლარებში, თვიურად)",იმოქმედა თუ არა Covid-19 პანდემიამ თქვენს შემოსავალზე?,ეროვნული გამოცდების ქულა უნარებში ,თქვენი GPA უნივერსიტეტში (თუ სწავლობთ ან დამთავრებული გაქვთ),განათლების დონე,რომელზე მუშაობთ ძირითადად?,"ვინმეს რომ ეკითხა რა კომპიუტერზე მუშაობთო, რას უპასუხებდით?",ლეპტოპის მოდელი,რამდენი აქვს ოპერატიული მეხსიერება? (RAM),რომელი მეხსიერების ტიპი აქვს კომპიუტერს?,რამდენი აქვს მეხსიერება? ,"19. ღია კითხვა -  თქვენი აზრით რა უნდა გაკეთდეს იმისთვის, რომ საქართველომ მიაღწიოს  პროგრესს ინფორმაციული ტექნოლოგიების კუთხით?    ",20. ღია კითხვა - როგორ უნდა დავაინტერესოთ მომავალი თაობა ინფორმაციული ტექნოლოგიებით,18. საშუალო თვიური შემოსავალი ხელზე ლარებში ბოლო 1 წლის მანძილზე
333,10/7/2020 21:38:54,"ჯგუფ - ""Remote Work - Georgian Community"" -ში",მამრობითი,18-20,1-2 წელი,UI / UX,არ ვიყენებ,Javascript,React,Git,არა,არ ვიყენებთ,0-10,0-10,Full Time,Remote  - International Projects,ქართული,ფინანსები,საქართველო,ამერიკის შეერთებული შტატები,კი,160-240,10k-15k,"კი, გაიზარდა",არ უპასუხია,არ უპასუხია,მხოლოდ სკოლა,Desktop კომპიუტერი,PC ,PC,16 gb,"ორივე (SSD, HDD)",256 gb,არ ვიცი,არ ვიცი,არ უპასუხია
334,10/14/2020 2:35:52,"ჯგუფ - ""Tech Jobs Georgia""-ში",მამრობითი,21-23,2-4 წელი,Back End Developer,Digital Ocean,Java,არც ერთს,Git,კი,Jenkins,0-10,0-10,Full Time,Office - Local Projects,ქართული,ინფორმაციული ტექნოლოგიები,საქართველო,საქართველო,კი,160-200,1000-1500,"კი, გაიზარდა",60-70 %,3-3.5,ვსწავლობ -  bachelor,ლეპტოპი,არ უპასუხია,არ უპასუხია,16 gb,HDD (ნელი),512 gb,,,500-999
335,10/8/2020 23:08:18,JavaScript Georgia,მამრობითი,30-34,12-15 წელი,Full Stack Developer,Digital Ocean,Javascript,Angular,Git,კი,Jenkins,0-10,0-10,Both (Full time + Part Time),Office - Local Projects,ქართული,ფინანსები,საქართველო,საქართველო,კი,240-300,100k+,არ უმოქმედია,არ უპასუხია,არ უპასუხია,დავამთავრე კოლეჯი,Desktop კომპიუტერი,არ უპასუხია,არ უპასუხია,16 gb,SSD  (სწრაფი),1 tb,,,50k+
336,10/14/2020 4:00:26,"ჯგუფ - ""Tech Jobs Georgia""-ში",მამრობითი,18-20,არ მაქვს,Front End Developer,არ ვიყენებ,TypeScript,Angular,Git,არა,არ ვიყენებთ,არ უპასუხია,არ უპასუხია,არ ვარ დასაქმებული,არ უპასუხია,არ უპასუხია,არ უპასუხია,საქართველო,არ უპასუხია,არ უპასუხია,არ უპასუხია,1000-1500,არ უპასუხია,70-80 %,3-3.5,ვსწავლობ კოლეჯში,Desktop კომპიუტერი,არ უპასუხია,არ უპასუხია,16 gb,SSD  (სწრაფი),არ უპასუხია,,,არ უპასუხია
337,10/7/2020 21:46:08,"ჯგუფ - ""Remote Work - Georgian Community"" -ში",მამრობითი,30-34,2-4 წელი,Back End Developer,არ ვიყენებ,C#,.NET,Git,არა,არ ვიყენებთ,10-100,0-10,Full Time,Office - Local Projects,ქართული,ინფორმაციული ტექნოლოგიები,საქართველო,საქართველო,კი,160-200,3k-4k,არ უმოქმედია,80-90 %,არ უპასუხია,დავამთავრე - master,Desktop კომპიუტერი,PC ,PC,16 gb,SSD  (სწრაფი),512 gb,,,2k-3k
338,10/7/2020 21:52:31,"ჯგუფ - ""Remote Work - Georgian Community"" -ში",მამრობითი,30-34,6-9 წელი,Full Stack Developer,AZURE,C#,.NET Core,Git,კი,Azure Devops,არ მაქვს account,არ მაქვს account,Full Time,Remote  - International Projects,ინგლისური,სადაზღვევო სფერო,საქართველო,ამერიკის შეერთებული შტატები,კი,100-160,15k-20k,არ უმოქმედია,90 - 100 %,3.7-3.8,დავამთავრე -  bachelor,Desktop კომპიუტერი,PC ,PC,16 gb,SSD  (სწრაფი),2 tb,,,7k-10k
339,10/7/2020 22:31:05,"ჯგუფ - ""Remote Work - Georgian Community"" -ში",მამრობითი,21-23,1-2 წელი,Data Scientist,არ ვიყენებ,Python,არც ერთს,არ ვიყენებთ,არა,არ ვიყენებთ,არ მაქვს account,არ მაქვს account,Full Time,Office - Local Projects,ქართული,ინფორმაციული ტექნოლოგიები,საფრანგეთი,საქართველო,კი,160-200,1500-2000,არ უმოქმედია,80-90 %,3-3.5,ვსწავლობ - master,ლეპტოპი,PC ,PC,8 gb,SSD  (სწრაფი),256 gb,"ჩემი აზრით, სკოლის დროიდან უნდა მოხდეს პროგრამირების პოპულარიზაცია და ამ პროფესის სწორი კუთხით დანახვა","სკოლის პერიოდიდან, უნდა ვანახოთ რისი გაკეთება არის შესაძლებელი და რა შესაძლებოლები აქვთ მათ",1000-1499
340,10/14/2020 10:47:33,"ჯგუფ - ""Tech Jobs Georgia""-ში",მამრობითი,21-23,1-2 წელი,QA Engineer,AWS,Python,არც ერთს,Subversion,კი,Jenkins,არ მაქვს account,არ მაქვს account,Full Time,Office -  International Projects,ინგლისური,ფინანსები,საქართველო,საქართველო,კი,100-160,3k-4k,"კი, გაიზარდა",80-90 %,3-3.5,ვსწავლობ - master,Desktop კომპიუტერი,არ უპასუხია,არ უპასუხია,16 gb,SSD  (სწრაფი),1 tb,,,2k-3k
341,10/7/2020 22:37:57,JavaScript Georgia,მამრობითი,21-23,0-1 წელი,Front End Developer,AZURE,Javascript,React,Git,კი,არ ვიყენებთ,არ მაქვს account,0-10,Full Time,Office -  International Projects,ქართული,გემბლინგი,საქართველო,გერმანია,კი,100-160,2k-3k,არ უმოქმედია,70-80 %,2.5-3,ვსწავლობ -  bachelor,Desktop კომპიუტერი,PC ,PC,16 gb,HDD (ნელი),512 gb,მეტი შეხვედრები ამ სფეროში,მეტი შეხვედრები ამ სფეროში,1500-1999
342,10/14/2020 11:24:17,"ჯგუფ - ""Georgian Web & Mobile Development Industry"" -ში",მამრობითი,24-26,4-6 წელი,Mobile Apps Developer,Firebase,Kotlin,არც ერთს,Git,კი,Bitrise,400-700,0-10,Full Time,Office - Local Projects,ქართული,ფინანსები,საქართველო,საქართველო,კი,160-240,7k-10k,"კი, გაიზარდა",90 - 100 %,2.5-3,ვსწავლობ - PHD,ლეპტოპი,Macbook Pro,Macbook,16 gb,SSD  (სწრაფი),512 gb,დიდი კომპანიები მოვიზიდოთ 0% მოგების გადასახადით რაღაცა პერიოდი. საზღვარ გარეთ გახიკვა შემცირდება ტალანტის,ფული,7k-10k
343,10/14/2020 11:27:21,"ჯგუფ - ""Tech Jobs Georgia""-ში",მამრობითი,30-34,არ მაქვს,Front End Developer,არ ვიყენებ,Javascript,React,Git,არა,არ ვიყენებთ,არ მაქვს account,არ მაქვს account,არ ვარ დასაქმებული,არ უპასუხია,ინგლისური,არ უპასუხია,საქართველო,საქართველო,არ უპასუხია,არ უპასუხია,არ უპასუხია,არ უმოქმედია,60-70 %,არ უპასუხია,არ უპასუხია,არ უპასუხია,არ უპასუხია,არ უპასუხია,არ უპასუხია,არ უპასუხია,არ უპასუხია,,,არ უპასუხია
